index,quote,author,tags,likes
1568,"Two wrongs don't make a right, but don't three lefts make a right? Two wrongs don't make a right, but don't two negatives make a positive?","Andrew Clements,",andrew;beautiful;clements;inspirational;ironic;life;oxemoron;paradox;wisdom,252
1569,"According to this law [the law of Dharma], you have a unique talent and a unique way of expressing it. There is something that you can do better than anyone else in the whole world--and for every unique talent and unique expression of that talent, there are also unique needs. When these needs are matched with the creative expression of your talent, that is the spark that creates affluence. Expressing your talents to fulfill needs creates unlimited wealth and abundance.",Deepak Chopra,inspirational;talent,251
1570,"All the time you're saying to yourself, 'I could do that, but I won't,' — which is just another way of saying that you can't.","Richard P. Feynman,",failure;humor;inspirational;success,243
1571,What hurts us is what heals us,"Paulo Coelho,",inspirational,240
1572,"Three passions, simple but overwhelmingly strong, have governed my life: the longing for love, the search for knowledge, and unbearable pity for the suffering of mankind. These passions, like great winds, have blown me hither and thither, in a wayward course, over a great ocean of anguish, reaching to the very verge of despair",Bertrand Russell,inspirational,240
1573,"Although my memory's fading, I remember two things very clearly: I am a great sinner and Christ is a great Savior.","John Newton,",biographical;inspirational,239
1574,Distance can ruin even the best of intentions,"Nicholas Sparks,",inspirational;nicholas-sparks;the-rescue,239
1575,None of us will ever accomplish anything excellent or commanding except when he listens to this whisper which is heard by him alone.,Ralph Waldo Emerson,inspirational;self-determination;self-expression,237
1576,At the moment of commitment the entire universe conspires to assist you.,Johann Wolfgang von Goethe,inspirational,237
1577,Success is a lousy teacher. It seduces smart people into thinking they can't lose.,Bill Gates,inspirational,235
1578,It is not enough to be industrious; so are the ants. What are you industrious about?,"Henry David Thoreau,",industriousness;inspirational;purpose,234
1579,Believe in yourself and all that you are. Know that there is something inside you that is greater than any obstacle.,Christian D. Larson,believe;inspirational,234
1580,"Whatsoever a man soweth, that shall he also reap.","Anonymous,",bible;god;inspirational;truth,230
1581,"To progress in life, I don’t focus on how much I have done but on how much I have yet to do.","Idowu Koyenikan,",inspiration;inspirational;motivation,226
1582,Its more fun to think of the future than dwell on the past.,"Sara Shepard,",future;inspirational;past,224
1583,A tamed woman will never leave her mark in the world.,robert m drake,happyquotes;hope;inspirational;inspirationalquotes;inspired;instadaily;instaquote;lovequotes;pinquotes;poems;poetry;quote;quoteoftheday;quotes;relationships;rmdrake;sadquotes;sayings;spokenword;tattoo;typewriter;vsco;writer;writing,224
1584,"There are scores of people waiting for someone just like us to come along; people who will appreciate our compassion, our encouragement, who will need our unique talents. Someone who will live a happier life merely because we took the time to share what we had to give.",Leo Buscaglia,inspirational,222
1585,When people see some things as beautiful,"Lao Tzu,",beauty;evil;good;inspirational;lao-tzu;tao-te-ching;worldview,220
1586,"The future was one thing that could never be broken, because it had not yet had the chance to be anything.","Sarah Dessen,",be-anything;choice;future;inspirational;sarah-dessen;unbroken;wisdom,219
1587,"Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",Napoleon Hill,failure;inspirational,216
1588,"If people make fun of you, that probably means you're doing something right.",Evanescence,inspirational;life;people,213
1589,"If you have kindness in your heart, you offer acts of kindness to touch the hearts of others wherever you go—whether they are random or planned. Kindness becomes a way of life.",Roy T. Bennett,inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;kindness;life;life-and-living;life-lessons;life-quotes;living;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,212
1590,In the end you can't always choose what to keep. You can only choose how you let it go.,"Ally Condie,",inspirational,790
1591,"Too much sanity may be madness — and maddest of all: to see life as it is, and not as it should be!","Dale Wasserman,",inspirational;madness;sanity,337
1592,"There isn't time, so brief is life, for bickerings, apologies, heartburnings, callings to account. There is only time for loving, and but an instant, so to speak, for that.",Mark Twain,forgiveness;inspirational;relationships,323
1593,Life has no victims. There are no victims in this life,"C. JoyBell C.,",bravery;courage;courage-in-life;courageous;inspirational;inspirational-character;inspirational-life;inspirational-quotes;life-and-living,323
1594,Give me the Love that leads the wa,Amy Carmichael,god;inspirational;love;prayer,296
1595,"The opinion which other people have of you is their problem, not yours.","Elisabeth Kübler-Ross,",inspirational,284
1596,Realize deeply that the present moment is all you will ever have.,Eckhart Tolle,inspirational;life;time,282
1597,"But we never get back our youth… The pulse of joy that beats in us at twenty becomes sluggish. Our limbs fail, our senses rot. We degenerate into hideous puppets, haunted by the memory of the passions of which we were too much afraid, and the exquisite temptations that we had not the courage to yield to.","Oscar Wilde,",dark;inspirational;macabre,271
1598,??? ??????? ???,???? ???????,arabic;inspirational;sadness;spiritual,257
1599,"It is better to be respected than it is to be popular. Popularity ends on yearbook day, but respect lasts forever.",John Bytheway,inspirational,247
1600,"If every life is a river, then it's little wonder that we do not even notice the changes that occur until we are far out in the darkest sea. One day you look around and nothing is familiar, not even your own face","Alice Hoffman,",first-sentence;inspirational,247
1601,No great wisdom can be reached without sacrifice.,"C.S. Lewis,",inspirational,247
1602,Believe in your infinite potential. Your only limitations are those you set upon yourself,"Roy T. Bennett,",abilities;ability;believe;believe-in-yourself;confidence;dream;dreams;empowerment;hope;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;limitations;limits;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;potential;self-doubt;spiritual-growth;spirituality,244
1603,You can't always judge people by the things they done. You got to judge them by what they are doing now.,"Kate DiCamillo,",inspirational,242
1604,"There is no evidence that we've been placed on this planet to be especially happy or especially normal. And in fact our unhappiness and our strangeness, our anxieties and compulsions, those least fashionable aspects of our personalities, are quite often what lead us to do rather interesting things.","Jon Ronson,",inspirational,241
1605,"The aim of every artist is to arrest motion, which is life, by artificial means and hold it fixed so that a hundred years later, when a stranger looks at it, it moves again since it is life.",William Faulkner,achievement;artist;goal;inspirational,241
1606,"Life is going to give you just what you put in it. Put your whole heart in everything you do, and pray, then you can wait.","Maya Angelou,",inspirational,239
1607,What we love determines what we seek. What we seek determines what we think and do. What we think and do determines who we are — and who we will become.,Dieter F. Uchtdorf,inspirational,237
1608,Life is a series of surprises and would not be worth taking or keeping if it were not.,Ralph Waldo Emerson,inspirational;life,237
1609,"As long as you have life and breath, believe. Believe for those who cannot. Believe even if you have stopped believing. Believe for the sake of the dead, for love, to keep your heart beating, believe. Never give up, never despair, let no mystery confound you into the conclusion that mystery cannot be yours.","Mark Helprin,",believe;inspirational,236
1610,There are some values that you should never compromise on to stay true to yourself; you should be brave to stand up for what you truly believe in even if you stand alone.,"Roy T. Bennett,",be-yourself;believe-in;core-values;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;value,235
1611,Death twitches my ear,Virgil,carpe-diem;creepy;death;death-and-dying;inspirational;living;philosophical;philosophy;seize-the-day,230
1612,"Mimpi-mimpi kamu, cita-cita kamu, keyakinan kamu, apa yang kamu mau kejar, biarkan ia menggantung, mengambang 5 centimeter di depan kening kamu. Jadi dia nggak akan pernah lepas dari mata kamu. Dan kamu bawa mimpi dan keyakinan kamu itu setiap hari, kamu lihat setiap hari, dan percaya bahwa kamu bisa",Donny Dhirgantoro,inspirational,228
1613,"Every challenge you face today makes you stronger tomorrow. The challenge of life is intended to make you better, not bitter.","Roy T. Bennett,",challenge;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;strong,226
1614,"Have you ever felt the longing for someone you could admire? For something, not to look down at, but up to?",Ayn Rand,achievement;admiration;atlas-shrugged;inspirational;love;objectivism,225
1615,"It`s not how old you are, it`s how you are old.",Jules Renard,aging-gracefully;inspirational;living;old-age,221
1616,"Because I trust in the ever-changing climate of the heart. (At least, today I feel that way.) I think it is necessary to have many experiences for the sake of feeling something; for the sake of being challenged, and for the sake of being expressive, to offer something to someone else, to learn what we are capable of.",Jason Mraz,education;expression;feelings;humor;inspirational;learning;life;love;truth,214
1617,"If we don't change the direction we are headed, we will end up where we are going.","Jodi Picoult,",chinese;inspirational;proverv;wisdom,212
1618,I want to be like Gandhi and Martin Luther King and John Lennon but i want to STAY ALIVE.,Madonna,inspirational,207
1619,"After all, you can't truly be happy if you've never known pain. You can't truly feel joy if you've never felt heartbreak. You can't know what it's like to be filled unless you've been empty.","Kelly Cutrone,",inspirational,202
1620,"We lay there and looked up at the night sky and she told me about stars called blue squares and red swirls and I told her I'd never heard of them. Of course not, she said, the really important stuff they never tell you. You have to imagine it on your own.",Brian Andreas,humor;imagination;inspirational;science,406
1621,The function of freedom is to free someone else.,Toni Morrison,inspirational;responsibility,321
1622,"Let us pick up our books and our pens, they are the most powerful weapons.","Malala Yousafzai,",inspirational,292
1623,People would rather believe than know.,Edward O. Wilson,activism;animals;environment;inspirational,281
1624,Many persons have a wrong idea of what constitutes true happiness. It is not attained through self-gratification but through fidelity to a worthy purpose.,Helen Keller,educator;inspirational,278
1625,"All I ask is this: Do something. Try something. Speaking out, showing up, writing a letter, a check, a strongly worded e-mail. Pick a cause – there are few unworthy ones. And nudge yourself past the brink of tacit support to action. Once a month, once a year, or just once...Even just learning enough about a subject so you can speak against an opponent eloquently makes you an unusual personage. Start with that. Any one of you would have cried out, would have intervened, had you been in that crowd in Bashiqa. Well thanks to digital technology, you’re all in it now.",Joss Whedon,cause;inspirational;taking-action,276
1626,"This place is a dream. Only a sleeper considers it real. Then death comes like dawn, and you wake up laughing at what you thought was your grief.",Rumi,inspirational;life;philosophy,270
1627,"To love is easy, to be in a relationship is extremely difficult.","Santosh Kalwar,",humor;inspirational;love;truth,263
1628,I think that I shall never se,"Joyce Kilmer,",god;inspirational;poem;poems;rain;tree,260
1629,The wish of death had been palpably hanging over this otherwise idyllic paradise for a good many years,John Richard Spencer,humour;inspirational;romance;thriller;young-adult,251
1630,This is your life. Do what you want and do it often,"Holstee Manifesto,",inspirational,244
1631,A writer must teach himself that the basest of all things is to be afraid. ,William Faulkner,inspirational;writing,235
1632,To touch the soul of another human being is to walk on holy ground.,Stephen Covey,inspirational,234
1633,Everything you'll ever need to know is within you; the secrets of the universe are imprinted on the cells of your body.,"Dan Millman,",inspirational;wisdom,230
1634,Every moment of light and dark is a miracle.,Walt Whitman,inspirational;wonder,229
1635,"Prayer is not an old woman's idle amusement. Properly understood and applied, it is the most potent instrument of action.",Mahatma Gandhi,god;inspirational;prayer;religion,228
1636,"If I am the pawn of the gods, it is because they know me so well, not because they make my mind up for me.","Megan Whalen Turner,",inspirational,227
1637,"Do you know the hallmark of a second rater? It's resentment of another man's achievement. Those touchy mediocrities who sit trembling lest someone's work prove greater than their own - they have no inkling of the loneliness that comes when you reach the top. The loneliness for an equal - for a mind to respect and an achievement to admire. They bare their teeth at you from out of their rat holes,thinking that you take pleasure in letting your brilliance dim them - while you'd give a year of my life to see a flicker of talent anywhere among them. They envy achievement, and their dream of greatness is a world where all men have become their acknowledged inferiors. They don't know that that dream is the infallible proof of mediocrity, because that sort of world is what the man of achievement would not be able to bear. They have no way of knowing what he feels when surrounded by inferiors - hatred? no, not hatred, but boredom - the terrible, hopeless, draining, paralyzing boredom. Of what account are praise and adulation from men whom you don't respect? Have you ever felt the longing for someone you could admire? For something, not to look down at, but up to?","Ayn Rand,",achievement;atlas-shrugged;inspirational;mediocrity;objectivism;second-handers,225
1638,For all those that have to fight for the respect that everyone else is given without question.,"N.K. Jemisin,",inspirational;social-justice,224
1639,"Action springs not from thought, but from a readiness for responsibility.",Dietrich Bonhoeffer,action;inspirational;responsibility;thought,220
1640,"Go on, get out! Last words are for fools who haven't said enough!",Karl Marx,humor;inspirational;last-words,218
1641,"How sweet is the assurance, how comforting is the peace that come from the knowledge that if we marry right and live right, our relationship will continue, notwithstanding the certainty of death and the passage of time. Men may write love songs and sing them. They may yearn and hope and dream. But all of this will be only a romantic longing unless there is an exercise of authority that transcends the powers of time and death.",Gordon B. Hinckley,inspirational;lds;religious;uplifting,212
1642,"My dear Watson,"" said [Sherlock Holmes], ""I cannot agree with those who rank modesty among the virtues. To the logician all things should be seen exactly as they are, and to underestimate one's self is as much a departure from truth as to exaggerate one's own powers.","Arthur Conan Doyle,",inspirational;self-esteem,208
1643,"You have come a long way and have won many battles. Whenever you’re faced with a difficult or challenging situation, you’ll overcome it. Yes, you can.","Roy T. Bennett,",challenge;difficulty;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,208
1644,"We have just enough religion to make us hate, but not enough to make us love one another.",Jonathan Swift,inspirational,206
1645,"A gentleman is someone who does not what he wants to do, but what he should do.","Haruki Murakami,",chivalry;gentleman;gentlemen;inspirational;manners;motivational;politeness,206
1646,"Most lives are not distinguished by great achievements. They are measured by an infinite number of small ones. Each time you do a kindness for someone or bring a smile to his face, it gives your life meaning. Never doubt your value, little friend. The world would be a dismal place without you in it. (tweaked version of a passage from Scandal in Spring)","Lisa Kleypas,",faith;inspirational;self-worth,206
1647,"Heaven is comfort, but it's still not living.","Alice Sebold,",family;haunting;imaginative;inspirational;murder;personal-growth;rape,205
1648,"You say freak, I say unique.",Christian Baloga,appreciation;attraction;beautiful;ethereal;freak;imperfections;inner-beauty;inspirational;inspirational-quote;interesting;life;looks;odd;oddity;people;positivity;strange;unique;weird,200
1649,"Who belonged to no one, who belonged to everyone",Lana Del Rey,ambition;believe;dreamers;inspirational,197
1650,"The most exquisite paradox… as soon as you give it all up, you can have it all. As long as you want power, you can't have it. The minute you don't want power, you'll have more than you ever dreamed possible.",ram dass,inspirational;spiritual-wisdom,294
1651,"Sit down before fact as a little child, be prepared to give up every preconceived notion, follow humbly wherever and to whatever abysses nature leads, or you shall learn nothing. I have only begun to learn content and peace of mind since I have resolved at all risks to do this.","Thomas Huxley,",abyss;facts;humble;inspirational;learning;nature;open-minded;peace;peace-of-mind;preconceptions;preparation;risk;science,286
1652,We need to help people to discover the true meaning of love. Love is generally confused with dependence. Those of us who have grown in true love know that we can love only in proportion to our capacity for independence.,"Fred Rogers,",independence;inspirational;love,257
1653,With our thoughts we make the world.,Buddha,inspirational,248
1654,"Be so strong that nothing can disturb your peace of mind. Talk health, happiness, and prosperity to every person you meet. Make all your friends feel there is something special in them. Look at the sunny side of everything. Think only the best, be as enthusiastic about the success of others as you are about your own",Norman Vincent Peale,inspirational,246
1655,"Whether a thought is spoken or not it is a real thing and it has power,"" Tuek said. ""You might find the line between life and death among the Fremen to be too sharp and quick.","Frank Herbert,",inspirational;philosophy;truth,229
1656,"If you don’t like the road you’re walking, start paving another one.",Dolly Parton,inspirational;life,228
1657,Make today worth remembering.,Zig Ziglar,inspirational;motivational,221
1658,"Life consists of two days, one for you one against you. So when it's for you don't be proud or reckless, and when it's against you be patient, for both days are test for you.",Hazrat Ali Ibn Abu-Talib A.S,inspirational;life;life-and-living;life-lessons,220
1659,"And though I have the gift of prophecy, and understand all mysteries, and all knowledge; and though I have all faith, so that I could remove mountains, but have not love, I am nothing.","Anonymous,",1-corinthians-13;faith;inspirational;love;scripture,216
1660,Beannacht / Blessin,"John O'Donohue,",inspirational,213
1661,"We cannot change what we are not aware of, and once we are aware, we cannot help but change.","Sheryl Sandberg,",business;career;inspirational;self-help;women,210
1662,"A photographer is like a cod, which produces a million eggs in order that one may reach maturity.",George Bernard Shaw,art;cod;fish;humor;images;inspirational;photography,209
1663,"Life is like a play: it's not the length, but the excellence of the acting that matters.",Seneca,inspirational;life,207
1664,Make the most of what you have and keep your standards high. Never settle for anything less than you deserve or are capable of achieving.,"Roy T. Bennett,",achieve;deserve;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,207
1665,Your children are not your children. They are the sons and daughters of Life's longing for itself..,Kahlil Gibran,children;inspirational,205
1666,Don't look to the approval of others for your mental stability,Karl Lagerfeld,designer;fashion;inspirational;others;self,202
1667,??? ???? ?? ??? ????? ?? ????... ?? ???????? ??? ????? ?? ????.,"???? ????,",inspirational,202
1668,"Thou shalt not be a victim, thou shalt not be a perpetrator, but, above all, thou shalt not be a bystander.",Yehuda Bauer,holocaust;inspirational;violence,201
1669,If you are a dreamer come in,Shel Silverstein,inspirational,200
1670,Dear Human,Courtney A. Walsh,happiness;healing;inspirational;love,200
1671,"I hope to write someday and that’s even more terrifying than performing. You don’t just entertain the audience, you give them little bits of your soul.",Chris Colfer,amazing;idol;inspirational;so-true,199
1672,You need just the right amount of 'Fuck the world' and the right amount of belief in something...and you need the right amount of love.,Gerard Way,inspirational;life;love,197
1673,Bring something incomprehensible into the world!,"Gilles Deleuze,",art;individuality;inspirational;life;new;otherness,197
1674,How does one become a butterfly? They have to want to learn to fly so much that you are willing to give up being a caterpillar.,"Trina Paulus,",inspirational,196
1675,Your greatest self has been waiting your whole life; don't make it wait any longer.,"Steve Maraboli,",action;change;inspirational;life;mission;motivational;purpose;self-empowerment,196
1676,Love your life. Because your life is what you have to give.,Tom Hiddleston,inspirational,195
1677,"It is not so much the major events as the small day-to-day decisions that map the course of our living. . . Our lives are, in reality, the sum total of our seemingly unimportant decisions and of our capacity to live by those decisions.",Gordon B. Hinckley,inspirational;life;wisdom,193
1678,"Don't chase people. Be yourself, do your own thing and work hard. The right people - the ones who really belong in your life - will come to your. And stay.",Will Smith,inspirational;motivational;peaceful,193
1679,Keep your promises and be consistent. Be the kind of person others can trust.,Roy T. Bennett,consistent;inspiration;inspirational;inspirational-quotes;inspire;inspiring;keep-your-promises;leader;leaders;leadership;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;trust,186
1680,"I am so, so alive.","Maggie Stiefvater,",inspirational;the-scorpio-races,282
1681,"Leaders must be close enough to relate to others, but far enough ahead to motivate them.",John C Maxwell,inspirational;leadership;management,278
1682,"I know. It’s all wrong. By rights we shouldn’t even be here. But we are. It's like in the great stories, Mr. Frodo. The ones that really mattered. Full of darkness and danger they were. And sometimes you didn't want to know the end. Because how could the end be happy? How could the world go back to the way it was when so much bad had happened? But in the end, it’s only a passing thing, this shadow. Even darkness must pass. A new day will come. And when the sun shines it will shine out the clearer. Those were the stories that stayed with you. That meant something, even if you were too small to understand why. But I think, Mr. Frodo, I do understand. I know now. Folk in those stories had lots of chances of turning back, only they didn’t. They kept going, because they were holding on to something.",Peter Jackson,beauty;inspirational;lord-of-the-rings;truth,276
1683,"She liked being reminded of butterflies. She remembered being six or seven and crying over the fates of the butterflies in her yard after learning that they lived for only a few days. Her mother had comforted her and told her not to be sad for the butterflies, that just because their lives were short didn't mean they were tragic. Watching them flying in the warm sun among the daisies in their garden, her mother had said to her, see, they have a beautiful life. Alice liked remembering that.","Lisa Genova,",butterflies;inspirational;life,269
1684,You can only be afraid of what you think you know.,Jiddu Krishnamurti,fear;inspirational;knowledge,264
1685,Nobody steals books but your friends.,"Roger Zelazny,",books;friendship;inspirational;irony;stealing,260
1686,How would your life be different if…You approached all relationships with authenticity and honesty? Let today be the day…You dedicate yourself to building relationships on the solid foundation of truth and authenticity.,"Steve Maraboli,",authenticity;honestly;inspirational;life;love;relationships;respect;truth,248
1687,"If you believe you can, you might. If you know you can, you will.","Steve Maraboli ,",action;believe;inspirational;knowing;life;motivational;success,243
1688,Achievement has no color,Abraham Lincoln,achievement;inspirational;racism,225
1689,? ??? ?? ??????? ????? ?? ????? ????..??? ???? ? ?????,"???? ????,",inspirational,221
1690,"Be not afraid of life. Believe that life is worth living, and your belief will help create the fact.","William James,",inspirational,216
1691,"Help"" is a prayer that is always answered. It doesn't matter how you pray--with your head bowed in silence, or crying out in grief, or dancing. Churches are good for prayer, but so are garages and cars and mountains and showers and dance floors. Years ago I wrote an essay that began, ""Some people think that God is in the details, but I have come to believe that God is in the bathroom.","Anne Lamott,",inspirational;prayer;spirituality,213
1692,One of the best ways to influence people is to make them feel important. Most people enjoy those rare moments when others make them feel important. It is one of the deepest human desires.,"Roy T. Bennett,",enjoy;human-desire;influence;inspiration;inspirational;inspirational-attitude;inspirational-life;inspirational-quotes;inspire;inspiring;leadership;life;life-and-living;life-lessons;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking,210
1693,Meditation is a way for nourishing and blossoming the divinity within you.,"Amit Ray,",blossoming;divinity;divinity-within;flowering;inspirational;inspirational-quotes;meditation;nourishing;nourishment;nourishment-of-soul;wisdom;wisdom-quotes;yoga,209
1694,"The best discoveries always happened to the people who weren't looking for it. Columbus and America. Pinzon, who stumbled on Brazil while looking for the West Indies. Stanley happening on Victoria Falls. And you. Amy Curry, when I was least expecting her","Morgan Matson,",inspirational,203
1695,"If you want something you can have it, but only if you want everything that goes with it, including all the hard work and the despair, and only if you're willing to risk failure. ","Philip Pullman,",inspirational;life,203
1696,"Truly powerful people have great humility. They do not try to impress, they do not try to be influential. They simply are. People are magnetically drawn to them. They are most often very silent and focused, aware of their core selves. ... They never persuade, nor do they use manipulation or aggressiveness to get their way. They listen. If there is anything they can offer to assist you, they offer it; if not, they are silent.","Sanaya Roman,",inspirational;leadership;power,201
1697,"Do nothing, and nothing happens. Life is about decisions. You either make them or they're made for you, but you can't avoid them.","Mhairi McFarlane,",decisions;inspirational;life,200
1698,"We may have all come on different ships, but we're in the same boat now.",Martin Luther King Jr.,cultural;inspirational;spiritual,199
1699,Life keeps throwing me lemons because I make the best lemonade...,King James Gadsden,inspirational;life;motivational;reality,198
1700,"The road to enlightenment is long and difficult, and you should try not to forget snacks and magazines.","Anne Lamott,",difficulties;enlightenment;humor;inspirational;road,197
1701,"If we bear all this suffering and if there are still Jews left, when it is over, then Jews, instead of being doomed, will be held up as an example.",Anne Frank,holocaust;inspirational;judaism,196
1702,"Live all you can: it's a mistake not to. It doesn't matter what you do in particular, so long as you have had your life. If you haven't had that, what have you had?","Henry James,",inspirational;life,196
1703,"Ignore all hatred and criticism. Live for what you create, and die protecting it.",Lady Gaga,arts;inspirational;music,193
1704,"In essence, if we want to direct our lives, we must take control of our consistent actions. It's not what we do once in a while that shapes our lives, but what we do consistently.",Anthony Robbins,inspirational;perseverance,192
1705,"Real change is difficult at the beginning. Without the familiar to rely upon, you may not in as much command as you had once been. When things are not going your way, you will start doubting yourself. Stay positive, keep the faith, and keep moving forward – your breakthrough may be just around the corner.",Roy T. Bennett,breakthrough;change;faith;inspiration;inspirational;inspirational-quotes;inspire;inspiring;just-around-the-corner;keep-moving-forward;life;life-quotes;living;motivation;motivational;optimism;optimistic;positive;positive-affirmation;positive-life;positive-thinking;stay-positive,191
1706,"In my deepest wound I saw your glory, and it dazzled me.",St. Augustine,inspirational;spiritual,190
1707,Skies are crying,Demi Lovato,inspirational;lyrics;silence;skyscraper;teardrops,190
1708,Do you train for passing tests or do you train for creative inquiry?,Noam Chomsky,education;inspiration;inspirational;learning,189
1709,I realize that life is risks. It’s acknowledging the past but looking forward. It’s taking a chance that we wil,"Carrie Ryan,",inspirational;life,188
1710,"The truth was a mirror in the hands of God. It fell, and broke into pieces. Everybody took a piece of it, and they looked at it and thought they had the truth.",Mawlana Jalal-al-Din Rumi,inspirational;truth,284
1711,,"Brandon Sanderson,",inspirational;motivational,282
1712,It's easy to forget things you don't need anymore.,"Haruki Murakami,",inspirational,273
1713,"He who takes offense when no offense is intended is a fool, and he who takes offense when offense is intended is a greater fool.",Brigham Young,inspirational;insult;rage,272
1714,I'm the living embodiment of 'it could be worse'.,Dan Howell,amazing;danisnotonfire;goals;inspirational;it-could-be-worse;youtube,249
1715,"Life is only precious because it ends, kid. Take it from a god. You mortals don't know how lucky you are","Rick Riordan,",inspirational;life;mars;mortal,246
1716,"Courage and perseverance have a magical talisman, before which difficulties disappear and obstacles vanish into air.",John Quincy Adams,bravery;courage;inspirational;perseverance;trial,242
1717,Maybe some things aren't meant to be known. maybe there just meant to be accepted.,"Wendy Mass,",inspirational,239
1718,"Truth does not become more true by virtue of the fact that the entire world agrees with it, nor less so even if the whole world disagrees with it.","Maimonides,",disagreement;inspirational;truth,235
1719,"Women can fake an orgasm, but men can fake an entire relationship.",Sharon Stone,inspirational,232
1720,The most powerful relationship you will ever have is the relationship with yourself.,"Steve Maraboli,",inspirational;relationship;self-love,230
1721,"I was never more hated than when I tried to be honest. Or when, even as just now I've tried to articulate exactly what I felt to be the truth. No one was satisfied","Ralph Ellison,",inspirational,226
1722,"???? ??? ?? ????? ??? ???? ???????. ?? ???? ???? ??? ??? ??????? ??????? ""????"" ???? ""???"" ??????? ?? ???","???? ????,",inspirational,223
1723,Get comfortable with being uncomfortable!,Jillian Michaels,determination;exercise;fitness;inspirational;life-lessons,220
1724,"The question is not how to get cured, but how to live.",Joseph Conrad,chronic-illness;cure;cures;healing;illness;inspirational;recovery,219
1725,"In the external scheme of things, shining moments are as brief as the twinkling of an eye, yet such twinklings are what eternity is made of -- moments when we human beings can say ""I love you,"" ""I'm proud of you,"" ""I forgive you,"" ""I'm grateful for you."" That's what eternity is made of: invisible imperishable good stuff.","Fred Rogers,",eternity;inspirational,217
1726,The nights you fight best ar,Charles Bukowski,inspirational,205
1727,"We can only see a short distance ahead, but we can see plenty there that needs to be done.","Alan Turing,",distance;future;inspirational;progress;science;vision;work,201
1728,"For great men, religion is a way of making friends; small people make religion a fighting tool.","APJ Abdul Kalam,",inspirational,197
1729,"There are some things that it is better to begin than to refuse, even though the end may be dark.","J.R.R. Tolkien,",inspirational,190
1730,"The culture of women in the church today is crippled by some very pervasive lies. ""To be spiritual is to be busy. To be spiritual is to be disciplined. To be spiritual is to be dutiful."" No, to be spiritual is to be in Romance with God. The desire to be romanced lies deep in the heart of every women. It is for such that you were made. Are you ARE romanced, and ever will be.",John Elderedge,inspirational;romance;woman,188
1731,"We humans do not understand compassion. In each moment of our lives, we betray it. Aye, we know of its worth, yet in knowing we then attach to it a value, we guard the giving of it, believing it must be earned, T’lan Imass. Compassion is priceless in the truest sense of the wold. It must be given freely. In abundance.","Steven Erikson,",inspirational,187
1732,"Love is like a good cake; you never know when it's coming, but you'd better eat it when it does!",C. JoyBell C.,cake;inspirational;inspirational-life;inspirational-love;inspirational-quotes;love;true-love,187
1733,"For those who know the value of and exquisite taste of solitary freedom (for one is only free when alone), the act of leaving is the bravest and most beautiful of all.","Isabelle Eberhardt,",bravery;freedom;inspirational;loneliness;solitude,186
1734,"There are powers far beyond us, plans far beyond what we could have ever thought of, visions far more vast than what we can ever see on our own with our own eyes, there are horizons long gone beyond our own horizons. This is courage- to throw away what is our own that is limited and to thrust ourselves into the hands of these higher powers- God and Destiny.To do this is to abide in the realm of the eternal, to walk in the path of the everlasting to follow in the footprints of God and demi-gods. The hardest part for man is the letting go. For some reason, he thinks himself big enough to know and to see what's good for him. But in the letting go........is found freedom. In the letting go........ is found the flight!",C. JoyBell C.,belief;destiny;flying;flying-spirit;footprints;god;inspiration;inspirational;inspirational-life;inspirational-quotes;letting-go;life;living;meaning-of-life;truth,185
1735,"Whoever you are, or whatever it is that you do, when you really want something, it's because that desire originated in the soul of the universe. It's your mission on earth.","Paulo Coelho,",inspirational,185
1736,The best kind of humans are the ones who stay.,robert m drake,happyquotes;hope;inspirational;inspirationalquotes;inspired;instadaily;instaquote;lovequotes;pinquotes;poems;poetry;quote;quoteoftheday;quotes;relationships;rmdrake;sadquotes;sayings;spokenword;tattoo;typewriter;vsco;writer;writing,185
1737,"Pet names are a persistant remnant of childhood, a reminder that life is not always so serious, so formal, so complicated. They are a reminder, too, that one is not all things to all people.","Jhumpa Lahiri,",inspirational,184
